mlb_playerID,kbo_playerID,npb_playerID,birthYear,birthMonth,birthDay,nameFirst,nameLast,mlb_birthCountry,mlb_weight,mlb_height,mlb_bats,mlb_throws,mlb_nameFirst,mlb_nameLast,npb_birthCountry,npb_weight,npb_height,npb_bats,npb_throws,npb_nameFirst,npb_nameLast,kbo_birthCountry,kbo_weight,kbo_height,kbo_bats,kbo_throws,kbo_nameFirst,kbo_nameLast
jestaga01,,102913,1947,3,19,Garry,Jestadt,USA,188,74,R,R,Garry,Jestadt,United States,187,74,R,R,Garry,Jestadt,,,,,,,
jimenke01,60240,105900,1980,10,27,Kelvin,Jimenez,D.R.,195,74,R,R,Kelvin,Jimenez,Dominican Republic,187,74,R,R,Kelvin,Jimenez,D.R,196,74,R,R,Kelvin,Jimenez
jimenlu01,64553,105673,1982,5,7,Luis,Jimenez,Venezuela,280,75,L,L,Luis,Jimenez,Venezuela,265,76,L,L,Luis,Jimenez,Venezuela,280,76,L,L,Luis,Jimenez
jimenlu02,65103,,1988,1,18,Luis,Jimenez,D.R.,205,73,R,R,Luis,Jimenez,,,,,,,,D.R,203,73,R,R,Luis,Jimenez
johjike01,,104399,1976,6,8,Kenji,Jojima,Japan,205,72,R,R,Kenji,Jojima,Japan,196,72,R,R,Kenji,Jojima,,,,,,,
johnsda02,,102905,1943,1,30,Davey,Johnson,USA,170,73,R,R,Davey,Johnson,United States,170,73,R,R,Davey,Johnson,,,,,,,
johnsda06,,105663,1979,8,10,Dan,Johnson,USA,210,74,L,R,Dan,Johnson,United States,220,74,L,R,Dan,Johnson,,,,,,,
johnsdj01,,106896,1989,8,30,Dj,Johnson,USA,230,76,L,R,DJ,Johnson,United States,229,76,L,R,DJ,Johnson,,,,,,,
johnsfr03,,102707,1942,7,22,Frank,Johnson,USA,155,73,R,R,Frank,Johnson,United States,154,73,R,R,Frank,Johnson,,,,,,,
johnsgr01,,103316,1955,2,12,Greg,Johnston,USA,175,72,L,L,Greg,Johnston,United States,174,72,L,L,Greg,Johnston,,,,,,,
johnsja02,,105454,1973,10,27,Jason,Johnson,USA,225,78,R,R,Jason,Johnson,United States,225,78,R,R,Jason,Johnson,,,,,,,
johnskr01,,106272,1984,10,14,Kris,Johnson,USA,205,76,L,L,Kris,Johnson,United States,207,76,L,L,Kris,Johnson,,,,,,,
johnsma01,,104676,1967,10,17,Mark,Johnson,USA,230,76,L,L,Mark,Johnson,United States,229,76,L,L,Mark,Johnson,,,,,,,
johnsmi02,73653,105005,1975,10,3,Mike,Johnson,CAN,175,74,L,R,Mike,Johnson,Canada,174,74,L,R,Mike,Johnson,Canada,170,74,R,R,Mike,Johnson
johnspi01,,106731,1991,5,10,Pierce,Johnson,USA,202,74,R,R,Pierce,Johnson,United States,201,74,R,R,Pierce,Johnson,,,,,,,
johnsra04,,103693,1956,6,10,Randy,Johnson,USA,190,73,R,R,Randy,Johnson,United States,190,73,R,R,Randy,Johnson,,,,,,,
johnsst01,,102473,1937,2,12,Stan,Johnson,USA,180,70,L,L,Stan,Johnson,United States,181,70,L,L,Stan,Johnson,,,,,,,
jokiser01,69343,,1989,7,29,Eric,Jokisch,USA,205,74,R,L,Eric,Jokisch,,,,,,,,United States,205,74,R,L,Eric,Jokisch
jonesad01,,106842,1985,8,1,Adam,Jones,USA,215,74,R,R,Adam,Jones,United States,216,74,R,R,Adam,Jones,,,,,,,
jonesan01,,106040,1977,4,23,Andruw,Jones,Curacao,225,73,R,R,Andruw,Jones,Curacao,223,73,R,R,Andruw,Jones,,,,,,,
jonesbo02,,103117,1949,10,11,Bob,Jones,USA,195,74,L,L,Bob,Jones,United States,194,74,L,L,Bob,Jones,,,,,,,
jonescl02,,102543,1940,11,7,Clarence,Jones,USA,185,74,L,L,Clarence,Jones,United States,185,74,L,L,Clarence,Jones,,,,,,,
jonesga02,,106358,1981,6,21,Garrett,Jones,USA,235,77,L,L,Garrett,Jones,United States,236,77,L,L,Garrett,Jones,,,,,,,
jonesji02,,104255,1964,4,20,Jimmy,Jones,USA,175,74,R,R,Jimmy,Jones,United States,174,74,R,R,Jimmy,Jones,,,,,,,
jonesmi03,,105467,1977,10,15,Mitch,Jones,USA,215,72,R,R,Mitch,Jones,United States,216,72,R,R,Mitch,Jones,,,,,,,
jonesru01,,103761,1955,3,12,Ruppert,Jones,USA,170,70,L,L,Ruppert,Jones,United States,170,70,L,L,Ruppert,Jones,,,,,,,
josefe01,99534,,1965,5,2,Felix,Jose,D.R.,190,73,B,R,Felix,Jose,,,,,,,,D.R,220,72,R,R,Felix,Jose
josepto01,69150,,1991,7,16,Tommy,Joseph,USA,255,73,R,R,Tommy,Joseph,,,,,,,,United States,254,73,R,R,Tommy,Joseph
jungeer01,79727,105553,1977,1,5,Eric,Junge,USA,220,77,R,R,Eric,Junge,United States,220,77,R,R,Eric,Junge,United States,220,77,R,R,Eric,Junge
jungmta01,,106695,1989,12,18,Taylor,Jungmann,USA,210,78,R,R,Taylor,Jungmann,United States,209,78,R,R,Taylor,Jungmann,,,,,,,
juradar01,53375,,1996,1,30,Ariel,Jurado,Panama,240,74,R,R,Ariel,Jurado,,,,,,,,Panama,240,74,R,R,Ariel,Jurado
kaaihki01,,106112,1984,3,29,Kila,Ka'Aihue,USA,240,76,L,R,Kila,Ka'aihue,United States,231,76,L,R,Kila,Ka'aihue,,,,,,,
kangju01,76325,,1987,4,5,Jung Ho,Kang,South Korea,210,72,R,R,Jung Ho,Kang,,,,,,,,South Korea,212,72,R,R,Jung Ho,Kang
kaplega01,,105277,1975,7,31,Gabe,Kapler,USA,190,74,R,R,Gabe,Kapler,United States,190,74,R,R,Gabe,Kapler,,,,,,,
kashita01,,104284,1971,5,14,Takashi,Kashiwada,Japan,165,71,L,L,Takashi,Kashiwada,Japan,165,71,L,L,Takashi,Kashiwada,,,,,,,
kawakke01,,104645,1975,6,22,Kenshin,Kawakami,Japan,200,71,R,R,Kenshin,Kawakami,Japan,198,70,R,R,Kenshin,Kawakami,,,,,,,
kawasmu01,,104971,1981,6,3,Munenori,Kawasaki,Japan,175,71,L,R,Munenori,Kawasaki,Japan,165,71,L,R,Munenori,Kawasaki,,,,,,,
kayan01,,13715159,1995,3,21,Anthony,Kay,USA,225,72,L,L,Anthony,Kay,0,225,72,L,L,Anthony,Kay,,,,,,,
kekicmi01,,102845,1945,4,2,Mike,Kekich,USA,196,73,R,L,Mike,Kekich,United States,196,73,R,L,Mike,Kekich,,,,,,,
kelleky01,,107058,1993,4,28,Kyle,Keller,USA,205,76,R,R,Kyle,Keller,United States,190,76,R,R,Kyle,Keller,,,,,,,
kellyca01,69103,,1989,10,4,Casey,Kelly,USA,215,75,R,R,Casey,Kelly,,,,,,,,United States,216,75,R,R,Casey,Kelly
kellyme01,65856,,1988,10,14,Merrill,Kelly,USA,202,74,R,R,Merrill,Kelly,,,,,,,,United States,190,74,R,R,Merrill,Kelly
keougma01,,102410,1934,4,14,Marty,Keough,USA,180,72,L,L,Marty,Keough,United States,181,72,L,L,Marty,Keough,,,,,,,
keougma02,,103692,1955,7,3,Matt,Keough,USA,190,75,R,R,Matt,Keough,United States,190,75,R,R,Matt,Keough,,,,,,,
keppebo01,,105741,1982,6,11,Bobby,Keppel,USA,215,77,R,R,Bobby,Keppel,United States,214,77,R,R,Bobby,Keppel,,,,,,,
kidama01,,103902,1968,9,12,Masao,Kida,Japan,210,75,R,R,Masao,Kida,Japan,209,74,R,R,Masao,Kida,,,,,,,
kiefema01,72653,,1968,11,13,Mark,Kiefer,USA,175,76,R,R,Mark,Kiefer,,,,,,,,United States,201,76,R,R,Mark,Kiefer
kielyle01,,101062,1929,11,30,Leo,Kiely,USA,180,74,L,L,Leo,Kiely,United States,181,74,L,L,Leo,Kiely,,,,,,,
kikucyu01,,105898,1991,6,17,Yusei,Kikuchi,Japan,205,72,L,L,Yusei,Kikuchi,Japan,181,72,L,L,Yusei,Kikuchi,,,,,,,
kimby01,62349,,1979,1,19,Byung-Hyun,Kim,South Korea,176,71,R,R,Byung-Hyun,Kim,,,,,,,,South Korea,198,70,R,R,Byung-Hyun,Kim
kimha01,64300,,1995,10,17,Ha-Seong,Kim,South Korea,168,69,R,R,Ha-Seong,Kim,,,,,,,,South Korea,172,70,R,R,Ha-Seong,Kim
kimhy01,76290,,1988,1,12,Hyun Soo,Kim,South Korea,210,74,L,R,Hyun Soo,Kim,,,,,,,,South Korea,231,74,L,R,Hyun Soo,Kim
kimkw01,77829,,1988,7,22,Kwang Hyun,Kim,South Korea,195,74,L,L,Kwang Hyun,Kim,,,,,,,,South Korea,194,74,L,L,Kwang Hyun,Kim
kimsu01,78232,,1977,9,4,Sun-Woo,Kim,South Korea,180,74,R,R,Sun-Woo,Kim,,,,,,,,South Korea,194,72,R,R,Sun-Woo,Kim
kinghni01,50815,,1991,11,8,Nick,Kingham,USA,235,77,R,R,Nick,Kingham,,,,,,,,United States,234,77,R,R,Nick,Kingham
kinkami01,,105181,1973,5,6,Mike,Kinkade,USA,210,73,R,R,Mike,Kinkade,United States,209,73,R,R,Mike,Kinkade,,,,,,,
kinnema01,,105552,1976,12,16,Matt,Kinney,USA,220,77,R,R,Matt,Kinney,United States,220,77,R,R,Matt,Kinney,,,,,,,
kirklwi01,,102409,1934,2,17,Willie,Kirkland,USA,206,73,L,R,Willie,Kirkland,United States,205,73,L,R,Willie,Kirkland,,,,,,,
kivlepa01,,107150,1989,12,22,Patrick,Kivlehan,USA,211,74,R,R,Patrick,Kivlehan,United States,216,74,R,R,Patrick,Kivlehan,,,,,,,
klausbi01,,102034,1928,12,9,Billy,Klaus,USA,160,69,L,R,Billy,Klaus,United States,161,69,L,R,Billy,Klaus,,,,,,,
kleinph01,,106505,1989,4,30,Phil,Klein,USA,255,79,R,R,Phil,Klein,United States,256,79,R,R,Phil,Klein,,,,,,,
knighbr01,79430,105109,1975,10,1,Brandon,Knight,USA,175,72,L,R,Brandon,Knight,United States,174,72,L,R,Brandon,Knight,United States,174,72,L,R,Brandon,Knight
knotter01,,104812,1974,9,23,Eric,Knott,USA,188,72,L,L,Eric,Knott,United States,187,72,L,L,Eric,Knott,,,,,,,
kobayma01,,104710,1974,5,24,Masahide,Kobayashi,Japan,195,72,R,R,Masahide,Kobayashi,Japan,196,72,R,R,Masahide,Kobayashi,,,,,,,
kochma01,,106912,1990,11,2,Matt,Koch,USA,215,75,L,R,Matt,Koch,United States,214,75,L,R,Matt,Koch,,,,,,,
komiysa01,,103954,1965,9,15,Satoru,Komiyama,Japan,183,72,R,R,Satoru,Komiyama,Japan,194,72,R,R,Satoru,Komiyama,,,,,,,
kooda01,93715,104883,1969,8,2,Dae-Sung,Koo,South Korea,185,73,L,L,Dae-Sung,Koo,South Korea,185,73,L,L,Dae-Sung,Koo,South Korea,187,72,L,L,Dae-Sung,Koo
koronjo01,,105573,1980,7,3,John,Koronka,USA,200,72,L,L,John,Koronka,United States,201,72,L,L,John,Koronka,,,,,,,
kostrfr01,,102539,1937,8,4,Frank,Kostro,USA,190,74,R,R,Frank,Kostro,United States,190,74,R,R,Frank,Kostro,,,,,,,
kozlobe01,,105575,1980,8,16,Ben,Kozlowski,USA,220,78,L,L,Ben,Kozlowski,United States,220,78,L,L,Ben,Kozlowski,,,,,,,
kreugri01,,103114,1948,11,3,Rick,Kreuger,USA,185,74,R,L,Rick,Kreuger,United States,185,74,R,L,Rick,Kreuger,,,,,,,
kriskbr01,,107109,1994,2,3,Brooks,Kriske,USA,190,75,R,R,Brooks,Kriske,United States,190,75,R,R,Brooks,Kriske,,,,,,,
krolia01,,107163,1991,5,9,Ian,Krol,USA,210,73,L,L,Ian,Krol,United States,220,73,L,L,Ian,Krol,,,,,,,
kroonma01,,105268,1973,4,2,Marc,Kroon,USA,190,74,B,R,Marc,Kroon,United States,190,74,B,R,Marc,Kroon,,,,,,,
krsnimi01,,102037,1931,9,24,Mike,Krsnich,USA,190,73,R,R,Mike,Krsnich,United States,190,73,R,R,Mike,Krsnich,,,,,,,
kubenje01,,104910,1974,8,24,Jeff,Kubenka,USA,191,74,R,L,Jeff,Kubenka,United States,192,74,R,L,Jeff,Kubenka,,,,,,,
kuhaufr01,,103067,1953,2,23,Fred,Kuhaulua,USA,175,71,L,L,Fred,Kuhaulua,United States,174,71,L,L,Fred,Kuhaulua,,,,,,,
kurodhi01,,104561,1975,2,10,Hiroki,Kuroda,Japan,205,73,R,R,Hiroki,Kuroda,Japan,205,73,R,R,Hiroki,Kuroda,,,,,,,
kuwatma01,,103688,1968,4,1,Masumi,Kuwata,Japan,185,70,R,R,Masumi,Kuwata,Japan,185,70,R,R,Masumi,Kuwata,,,,,,,
lacocpe01,,103234,1952,1,17,Pete,Lacock,USA,200,74,L,L,Pete,LaCock,United States,201,74,L,L,Pete,LaCock,,,,,,,
lagami01,,104025,1960,6,14,Mike,Laga,USA,210,74,L,L,Mike,Laga,United States,209,74,L,L,Mike,Laga,,,,,,,
lagarju01,52806,,1989,3,17,Juan,Lagares,D.R.,219,74,R,R,Juan,Lagares,,,,,,,,D.R,218,74,R,R,Juan,Lagares
lahaibr01,,106047,1982,11,5,Bryan,Lahair,USA,245,77,L,R,Bryan,LaHair,United States,240,77,L,R,Bryan,LaHair,,,,,,,
lairdbr01,,106267,1987,9,11,Brandon,Laird,USA,215,73,R,R,Brandon,Laird,United States,216,73,R,R,Brandon,Laird,,,,,,,
lambepe01,,93995150,1997,4,18,Peter,Lambert,USA,208,74,R,R,Peter,Lambert,0,207,74,R,R,Peter,Lambert,,,,,,,
lanceri01,,103694,1956,7,5,Rick,Lancellotti,USA,195,75,L,L,Rick,Lancellotti,United States,194,75,L,L,Rick,Lancellotti,,,,,,,
larkeno01,,102190,1930,12,27,Norm,Larker,USA,185,72,L,L,Norm,Larker,United States,185,72,L,L,Norm,Larker,,,,,,,
larocgr01,,105180,1972,11,10,Greg,Larocca,USA,185,71,R,R,Greg,LaRocca,United States,179,71,R,R,Greg,LaRocca,,,,,,,
lathach01,,105092,1973,5,26,Chris,Latham,USA,195,72,B,R,Chris,Latham,United States,194,72,B,R,Chris,Latham,,,,,,,
lauerer01,54666,,1995,6,3,Eric,Lauer,USA,228,75,R,L,Eric,Lauer,,,,,,,,United States,207,75,R,L,Eric,Lauer
lawreca01,,106805,1987,10,28,Casey,Lawrence,USA,170,72,R,R,Casey,Lawrence,United States,170,74,R,R,Casey,Lawrence,,,,,,,
lawva01,,103931,1956,10,1,Vance,Law,USA,185,74,R,R,Vance,Law,United States,185,74,R,R,Vance,Law,,,,,,,
leachbr01,,105913,1982,11,18,Brent,Leach,USA,225,77,L,L,Brent,Leach,United States,218,77,L,L,Brent,Leach,,,,,,,
leblawa01,,106291,1984,8,7,Wade,Leblanc,USA,195,74,L,L,Wade,LeBlanc,United States,216,74,L,L,Wade,LeBlanc,,,,,,,
ledezwi01,,106024,1981,1,21,Wil,Ledezma,Venezuela,225,76,L,L,Wil,Ledezma,Venezuela,225,76,L,L,Wil,Ledezma,,,,,,,
leech01,,106364,1986,10,21,Chen-Chang,Lee,Taiwan,190,71,R,R,Chen-Chang,Lee,Taiwan,190,71,R,R,Chen-Chang,Lee,,,,,,,
leeco01,,105274,1974,12,26,Corey,Lee,USA,180,74,B,L,Corey,Lee,United States,181,74,B,L,Corey,Lee,,,,,,,
leeda02,71564,105940,1982,6,21,Dae-Ho,Lee,South Korea,250,76,R,R,Dae-ho,Lee,South Korea,287,76,R,R,Dae-Ho,Lee,South Korea,287,76,R,R,Dae-Ho,Lee
leeju01,67341,,1998,8,20,Jung Hoo,Lee,Japan,197,72,L,R,Jung Hoo,Lee,,,,,,,,South Korea,190,73,L,R,Jung Hoo,Lee
leele02,,103003,1948,3,4,Leron,Lee,USA,196,72,L,R,Leron,Lee,United States,196,72,L,R,Leron,Lee,,,,,,,
leesa01,93147,104616,1971,3,11,Sang-Hoon,Lee,South Korea,190,73,L,L,Sang-Hoon,Lee,South Korea,190,73,L,L,Sang-Hoon,Lee,South Korea,198,71,L,L,Sang-Hoon,Lee
lefebji01,,102784,1942,1,7,Jim,Lefebvre,USA,180,72,B,R,Jim,Lefebvre,United States,181,72,B,R,Jim,Lefebvre,,,,,,,
leftwph01,,104607,1969,5,19,Phil,Leftwich,USA,205,77,R,R,Phil,Leftwich,United States,205,77,R,R,Phil,Leftwich,,,,,,,
lehrju01,78256,,1977,8,3,Justin,Lehr,USA,205,74,R,R,Justin,Lehr,,,,,,,,United States,201,74,R,R,Justin,Lehr
leicejo01,,105659,1979,2,7,Jon,Leicester,USA,220,75,R,R,Jon,Leicester,United States,220,75,R,R,Jon,Leicester,,,,,,,
leonar01,66446,,1988,9,6,Arnold,Leon,Mexico,210,73,R,R,Arnold,Leon,,,,,,,,Mexico,198,72,R,R,Arnold,Leon
lerewan01,62644,105879,1982,10,28,Anthony,Lerew,USA,225,76,L,R,Anthony,Lerew,United States,225,76,L,R,Anthony,Lerew,United States,225,76,L,R,Anthony,Lerew
lerouch01,,106100,1984,4,14,Chris,Leroux,CAN,225,78,L,R,Chris,Leroux,Canada,220,78,L,R,Chris,Leroux,,,,,,,
leslebr01,,103621,1958,9,11,Brad,Lesley,USA,230,78,R,R,Brad,Lesley,United States,229,78,R,R,Brad,Lesley,,,,,,,
lewisco01,,105565,1979,8,2,Colby,Lewis,USA,240,76,R,R,Colby,Lewis,United States,229,76,R,R,Colby,Lewis,,,,,,,
lewisfr02,,106045,1980,12,9,Fred,Lewis,USA,205,74,L,R,Fred,Lewis,United States,205,74,L,R,Fred,Lewis,,,,,,,
leyte01,,102851,1947,2,21,Terry,Ley,USA,190,72,L,L,Terry,Ley,United States,190,72,L,L,Terry,Ley,,,,,,,
lezcasi01,,103690,1953,11,28,Sixto,Lezcano,P.R.,165,70,R,R,Sixto,Lezcano,Puerto Rico,165,70,R,R,Sixto,Lezcano,,,,,,,
liefeje01,,105356,1974,8,17,Jeff,Liefer,USA,195,75,L,R,Jeff,Liefer,United States,194,75,L,R,Jeff,Liefer,,,,,,,
limajo01,78627,,1972,9,30,Jose,Lima,D.R.,170,74,R,R,Jose,Lima,,,,,,,,D.R,209,74,R,R,Jose,Lima
limch01,95657,105550,1976,6,4,Chang-Yong,Lim,South Korea,175,71,R,R,Chang-Yong,Lim,South Korea,176,71,R,R,Chang-Yong,Lim,South Korea,181,72,R,R,Chang-Yong,Lim
lindbjo01,65543,,1987,6,15,Josh,Lindblom,USA,240,76,R,R,Josh,Lindblom,,,,,,,,United States,231,77,R,R,Josh,Lindblom
lindeto01,,105664,1980,6,30,Todd,Linden,USA,225,74,B,R,Todd,Linden,United States,220,75,B,R,Todd,Linden,,,,,,,
lindja01,,103000,1946,6,8,Jack,Lind,USA,170,72,B,R,Jack,Lind,United States,170,72,B,R,Jack,Lind,,,,,,,
liriane01,,104669,1964,6,3,Nelson,Liriano,D.R.,165,70,B,R,Nelson,Liriano,Dominican Republic,165,70,B,R,Nelson,Liriano,,,,,,,
lisjo01,,103057,1946,8,15,Joe,Lis,USA,175,72,R,R,Joe,Lis,United States,174,72,R,R,Joe,Lis,,,,,,,
livelbe01,69439,,1992,3,5,Ben,Lively,USA,190,76,R,R,Ben,Lively,,,,,,,,United States,190,76,R,R,Ben,Lively
lizra01,61158,106376,1983,10,6,Radhames,Liz,D.R.,200,74,R,R,Radhames,Liz,Dominican Republic,201,74,R,R,Radhames,Liz,D.R,192,73,R,R,Radhames,Liz
llenawi01,,102942,1943,9,23,Winston,Llenas,D.R.,165,70,R,R,Winston,Llenas,Dominican Republic,165,70,R,R,Winston,Llenas,,,,,,,
lockean01,51234,,1994,5,3,Walker,Lockett,USA,225,77,R,R,Walker,Lockett,,,,,,,,United States,225,77,R,R,Walker,Lockett
locklge01,,103061,1949,7,19,Gene,Locklear,USA,165,70,L,R,Gene,Locklear,United States,165,70,L,R,Gene,Locklear,,,,,,,
loeka01,,105671,1981,9,10,Kameron,Loe,USA,245,80,R,R,Kameron,Loe,United States,238,79,R,R,Kameron,Loe,,,,,,,
logueza01,55239,,1996,4,23,Zach,Logue,USA,165,72,L,L,Zach,Logue,,,,,,,,United States,185,72,L,L,Zach,Logue
lolicro01,,102848,1946,9,19,Ron,Lolich,USA,185,73,R,R,Ron,Lolich,United States,185,73,R,R,Ron,Lolich,,,,,,,
lomando01,,103620,1958,5,9,Doug,Loman,USA,185,71,L,L,Doug,Loman,United States,185,71,L,L,Doug,Loman,,,,,,,
lopezaq01,79644,,1975,4,21,Aquilino,Lopez,D.R.,185,75,R,R,Aquilino,Lopez,,,,,,,,D.R,185,75,R,R,Aquilino,Lopez
lopezar01,,102411,1937,5,8,Art,Lopez,P.R.,170,69,L,L,Art,Lopez,Puerto Rico,170,69,L,L,Art,Lopez,,,,,,,
lopezjo01,,106048,1983,11,24,Jose,Lopez,Venezuela,205,72,R,R,Jose,Lopez,Venezuela,227,72,R,R,Jose,Lopez,,,,,,,
lopezlu01,,104411,1964,9,1,Luis,Lopez,USA,190,73,R,R,Luis,Lopez,United States,190,73,R,R,Luis,Lopez,,,,,,,
lopezlu03,,105269,1973,10,5,Luis,Lopez,USA,205,72,R,R,Luis,Lopez,United States,205,72,R,R,Luis,Lopez,,,,,,,
lovulto01,,104770,1965,7,25,Torey,Lovullo,USA,185,73,B,R,Torey,Lovullo,United States,185,73,B,R,Torey,Lovullo,,,,,,,
ludwier01,,104793,1971,12,14,Eric,Ludwick,USA,210,77,R,R,Eric,Ludwick,United States,209,77,R,R,Eric,Ludwick,,,,,,,
luekejo01,,106389,1984,12,5,Josh,Lueke,USA,245,77,R,R,Josh,Lueke,United States,225,76,R,R,Josh,Lueke,,,,,,,
lummi01,,103306,1945,10,27,Mike,Lum,USA,180,72,L,L,Mike,Lum,United States,181,72,L,L,Mike,Lum,,,,,,,
lunahe01,,106043,1980,2,1,Hector,Luna,D.R.,190,73,R,R,Hector,Luna,Dominican Republic,218,74,R,R,Hector,Luna,,,,,,,
lundqda01,,105093,1973,6,4,David,Lundquist,USA,200,74,R,R,David,Lundquist,United States,201,74,R,R,David,Lundquist,,,,,,,
lutzza01,65203,106228,1986,6,3,Zach,Lutz,USA,220,73,R,R,Zach,Lutz,United States,214,72,R,R,Zach,Lutz,United States,218,72,R,R,Zach,Lutz
lydysc01,,104424,1968,10,26,Scott,Lydy,USA,190,77,R,R,Scott,Lydy,United States,190,77,R,R,Scott,Lydy,,,,,,,
lyttlji01,,102999,1946,5,20,Jim,Lyttle,USA,180,72,L,R,Jim,Lyttle,United States,181,72,L,R,Jim,Lyttle,,,,,,,
maaske01,,104412,1965,1,20,Kevin,Maas,USA,195,75,L,L,Kevin,Maas,United States,194,75,L,L,Kevin,Maas,,,,,,,
macdobo01,,104486,1965,4,27,Bob,Macdonald,USA,200,75,L,L,Bob,Macdonald,United States,201,75,L,L,Bob,Macdonald,,,,,,,
machaan02,,43945159,1993,4,22,Andres,Machado,Venezuela,235,72,R,R,Andres,Machado,0,231,73,R,R,Andres,Machado,,,,,,,
machadi01,50506,,1992,2,22,Dixon,Machado,Venezuela,190,73,R,R,Dixon,Machado,,,,,,,,Venezuela,201,73,R,R,Dixon,Machado
machake01,,103307,1950,9,29,Ken,Macha,USA,215,74,R,R,Ken,Macha,United States,216,74,R,R,Ken,Macha,,,,,,,
maciajo01,,105355,1972,1,25,Jose,Macias,Panama,173,70,B,R,Jose,Macias,Panama,172,70,B,R,Jose,Macias,,,,,,,
mackida01,54424,,1994,12,15,David,Mackinnon,USA,200,74,R,R,David,MacKinnon,,,,,,,,United States,223,74,R,R,David,MacKinnon
macksh01,,104322,1963,12,7,Shane,Mack,USA,185,72,R,R,Shane,Mack,United States,185,72,R,R,Shane,Mack,,,,,,,
maclaev01,,105897,1982,11,4,Evan,Maclane,USA,185,74,L,L,Evan,MacLane,United States,185,74,L,L,Evan,MacLane,,,,,,,
madlobi01,,103760,1951,1,12,Bill,Madlock,USA,180,71,R,R,Bill,Madlock,United States,181,71,R,R,Bill,Madlock,,,,,,,
madriwa01,,106110,1984,3,21,Warner,Madrigal,D.R.,235,73,R,R,Warner,Madrigal,Dominican Republic,249,73,R,R,Warner,Madrigal,,,,,,,
maedake01,,105637,1988,4,11,Kenta,Maeda,Japan,185,73,R,R,Kenta,Maeda,Japan,179,72,R,R,Kenta,Maeda,,,,,,,
mahompa01,,104506,1970,8,9,Pat,Mahomes,USA,175,73,R,R,Pat,Mahomes,United States,174,73,R,R,Pat,Mahomes,,,,,,,
makitka01,,105862,1984,11,10,Kazuhisa,Makita,Japan,181,70,R,R,Kazuhisa,Makita,Japan,187,70,R,R,Kazuhisa,Makita,,,,,,,
malavjo01,,104618,1971,5,31,Jose,Malave,Venezuela,212,74,R,R,Jose,Malave,Venezuela,212,74,R,R,Jose,Malave,,,,,,,
mallebr01,,105105,1975,1,19,Brian,Mallette,USA,185,72,R,R,Brian,Mallette,United States,185,72,R,R,Brian,Mallette,,,,,,,
mannbr01,,105923,1984,5,16,Brandon,Mann,USA,200,74,L,L,Brandon,Mann,United States,201,74,L,L,Brandon,Mann,,,,,,,
manonju01,74653,,1973,6,10,Julio,Manon,D.R.,200,72,L,R,Julio,Manon,,,,,,,,D.R,183,73,R,R,Julio,Manon
manshje01,67948,,1985,1,16,Jeff,Manship,USA,205,74,R,R,Jeff,Manship,,,,,,,,United States,209,74,R,R,Jeff,Manship
mantoje01,,104410,1964,8,23,Jeff,Manto,USA,210,75,R,R,Jeff,Manto,United States,209,75,R,R,Jeff,Manto,,,,,,,
manueba01,,104671,1965,8,12,Barry,Manuel,USA,175,71,R,R,Barry,Manuel,United States,174,71,R,R,Barry,Manuel,,,,,,,
manuech01,,102945,1944,1,4,Charlie,Manuel,USA,195,76,L,R,Charlie,Manuel,United States,194,76,L,R,Charlie,Manuel,,,,,,,
manzara01,72123,,1963,10,17,Ravelo,Manzanillo,D.R.,210,72,L,L,Ravelo,Manzanillo,,,,,,,,United States,209,72,L,L,Ravelo,Manzanillo
marimsu01,66049,,1988,9,30,Sugar Ray,Marimon,Colombia,195,73,R,R,Sugar Ray,Marimon,,,,,,,,Colombia,194,74,R,R,Sugar Ray,Marimon
marmojo01,,107086,1993,1,2,Jose,Marmolejos,D.R.,239,74,L,L,Jose,Marmolejos,Dominican Republic,238,74,L,L,Jose,Marmolejos,,,,,,,
marrech01,,106559,1988,7,2,Chris,Marrero,USA,229,75,R,R,Chris,Marrero,United States,209,75,R,R,Chris,Marrero,,,,,,,
marshji01,,102036,1931,5,25,Jim,Marshall,USA,190,73,L,L,Jim,Marshall,United States,190,73,L,L,Jim,Marshall,,,,,,,
marshmi02,,104103,1960,1,12,Mike,Marshall,USA,215,77,R,R,Mike,Marshall,United States,216,77,R,R,Mike,Marshall,,,,,,,
martean01,65005,,1983,10,21,Andy,Marte,D.R.,205,73,R,R,Andy,Marte,,,,,,,,D.R,205,73,R,R,Andy,Marte
marteje01,,106772,1991,6,21,Jefry,Marte,D.R.,220,73,R,R,Jefry,Marte,Dominican Republic,225,73,R,R,Jefry,Marte,,,,,,,
martevi01,,105382,1980,11,8,Victor,Marte,D.R.,260,74,R,R,Victor,Marte,Dominican Republic,260,74,R,R,Victor,Marte,,,,,,,
marteyu01,,13015150,1995,2,2,Yunior,Marte,D.R.,180,74,R,R,Yunior,Marte,0,216,74,R,R,Yunior,Marte,,,,,,,
martial03,74125,,1967,11,24,Al,Martin,USA,220,74,L,L,Al,Martin,,,,,,,,United States,216,74,L,L,Al,Martin
martica01,,104106,1960,7,28,Carmelo,Martinez,P.R.,190,74,R,R,Carmelo,Martinez,Puerto Rico,190,74,R,R,Carmelo,Martinez,,,,,,,
martich02,,106378,1986,6,2,Chris,Martin,USA,225,80,R,R,Chris,Martin,United States,216,80,R,R,Chris,Martin,,,,,,,
