npbbID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
3564,100677,1958,1,PL,HANKYU,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
3565,100678,1949,1,JBL,CHUNICHI,20,24,3,2,0,0,0,0,0,0.0,5,4,,,2,0.083,0.083,,,,
3566,100678,1950,1,PL,KINTETSU,77,209,13,37,6,1,4,14,2,1.0,15,44,5.0,,57,0.177,0.273,,,,
3567,100678,1951,1,PL,KINTETSU,49,71,7,13,2,1,0,5,0,1.0,4,10,2.0,,17,0.183,0.239,,,,
3568,100678,1953,1,PL,DAIEI,45,62,4,10,1,1,0,1,0,0.0,8,12,1.0,,13,0.161,0.21,,,,
3569,100678,1954,1,PL,DAIEI,94,178,12,21,3,0,0,5,2,0.0,17,46,3.0,205.0,24,0.118,0.135,0.207,0.342,0.083,0.224
3570,100679,1949,1,JBL,YOMIURI,80,210,22,55,7,2,6,21,3,2.0,27,30,,,84,0.262,0.4,,,,
3571,100679,1950,1,CL,YOMIURI,117,423,51,108,24,1,9,64,7,5.0,49,38,14.0,,161,0.255,0.381,,,,
3572,100679,1951,1,CL,YOMIURI,55,98,14,30,7,0,1,22,2,1.0,15,10,3.0,,40,0.306,0.408,,,,
3573,100679,1952,1,CL,YOMIURI,33,67,5,19,3,0,1,8,0,1.0,3,4,3.0,,25,0.284,0.373,,,,
3574,100679,1953,1,CL,YOMIURI,55,62,5,12,1,0,0,9,1,0.0,3,4,1.0,,13,0.194,0.21,,,,
3575,100679,1954,1,CL,YOMIURI,110,266,25,67,15,2,3,35,3,2.0,17,28,3.0,289.0,95,0.252,0.357,0.295,0.652,0.059,0.097
3576,100679,1955,1,CL,TAIYO,123,388,21,86,14,2,2,26,5,2.0,30,47,15.0,429.0,110,0.222,0.284,0.279,0.562,0.07,0.11
3577,100679,1956,1,CL,TAIYO,56,121,5,22,7,0,0,9,0,1.0,7,12,3.0,133.0,29,0.182,0.24,0.233,0.472,0.053,0.09
3578,100680,1949,1,JBL,NANKAI,20,27,0,10,1,0,0,5,0,1.0,4,1,,,11,0.37,0.407,,,,
3579,100680,1950,1,PL,NANKAI,8,11,1,0,0,0,0,1,0,0.0,0,0,0.0,,0,0.0,0.0,,,,
3580,100681,1949,1,JBL,NANKAI,51,129,9,29,7,0,0,4,3,0.0,4,17,,,36,0.225,0.279,,,,
3581,100681,1950,1,PL,NISHITETSU,33,73,7,21,3,1,1,7,0,1.0,2,7,2.0,,29,0.288,0.397,,,,
3582,100681,1951,1,PL,NISHITETSU,26,63,7,13,1,1,0,5,2,0.0,0,6,1.0,,16,0.206,0.254,,,,
3583,100681,1952,1,PL,NISHITETSU,23,36,3,3,0,0,0,1,0,0.0,0,3,0.0,,3,0.083,0.083,,,,
3584,100681,1953,1,PL,NISHITETSU,13,12,2,4,0,0,0,1,2,0.0,0,0,0.0,,4,0.333,0.333,,,,
3585,100681,1954,1,PL,TAKAHASHI,28,36,2,6,2,1,0,4,0,0.0,0,5,0.0,40.0,10,0.167,0.278,0.162,0.44,0.0,0.125
3586,100681,1955,1,PL,TOMBO,4,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3587,100682,1949,1,JBL,OSAKA,1,0,0,0,0,0,0,0,0,0.0,0,0,,,0,,,,,,
3588,100683,1949,1,JBL,CHUNICHI,48,81,12,19,4,2,1,12,5,2.0,12,15,,,30,0.235,0.37,,,,
3589,100683,1950,1,CL,CHUNICHI,76,160,26,33,6,3,5,21,2,5.0,25,23,5.0,,60,0.206,0.375,,,,
3590,100683,1951,1,CL,NAGOYA,62,134,17,28,4,2,0,12,7,4.0,21,30,3.0,,36,0.209,0.269,,,,
3591,100683,1952,1,CL,NAGOYA,73,142,15,31,4,1,0,19,4,5.0,20,26,3.0,,37,0.218,0.261,,,,
3592,100683,1953,1,CL,NAGOYA,75,173,16,38,3,0,1,17,2,4.0,21,23,6.0,,44,0.22,0.254,,,,
3593,100683,1954,1,CL,CHUNICHI,37,64,7,16,1,0,0,4,3,2.0,4,17,1.0,69.0,17,0.25,0.266,0.304,0.57,0.058,0.246
3594,100683,1955,1,CL,CHUNICHI,21,17,2,2,0,0,0,1,0,0.0,3,7,0.0,21.0,2,0.118,0.118,0.25,0.368,0.143,0.333
3595,100683,1957,1,CL,CHUNICHI,2,0,0,0,0,0,0,0,1,0.0,1,0,0.0,1.0,0,,,1.0,,1.0,0.0
3596,100684,1949,1,JBL,YOMIURI,2,2,1,1,0,0,0,0,0,0.0,0,0,,,1,0.5,0.5,,,,
3597,100685,1949,1,JBL,TOKYU,7,6,0,0,0,0,0,0,0,0.0,0,1,,,0,0.0,0.0,,,,
3598,100686,1949,1,JBL,DAIEI,7,17,2,6,1,0,1,4,0,0.0,0,5,,,10,0.353,0.588,,,,
3599,100686,1950,1,PL,DAIEI,29,64,2,10,3,0,0,6,0,0.0,5,14,2.0,,13,0.156,0.203,,,,
3600,100686,1951,1,PL,DAIEI,24,43,4,8,0,0,0,1,0,0.0,2,6,1.0,,8,0.186,0.186,,,,
3601,100686,1952,1,PL,DAIEI,31,50,1,5,0,1,0,5,0,0.0,5,10,0.0,,7,0.1,0.14,,,,
3602,100686,1953,1,PL,DAIEI,21,41,2,10,2,0,0,0,1,0.0,4,10,0.0,,12,0.244,0.293,,,,
3603,100686,1954,1,PL,DAIEI,44,94,4,20,3,1,1,3,1,0.0,7,18,1.0,105.0,28,0.213,0.298,0.267,0.565,0.067,0.171
3604,100686,1955,1,PL,DAIEI,37,56,4,7,2,0,0,3,0,0.0,4,13,3.0,67.0,9,0.125,0.161,0.183,0.344,0.06,0.194
3605,100686,1956,1,PL,DAIEI,22,20,4,7,0,1,0,2,0,0.0,5,5,0.0,27.0,9,0.35,0.45,0.462,0.912,0.185,0.185
3606,100686,1957,1,PL,DAIEI,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
3607,100687,1949,1,JBL,DAIEI,27,38,4,6,1,0,0,2,1,0.0,3,12,,,7,0.158,0.184,,,,
3608,100687,1950,1,PL,DAIEI,35,57,5,2,0,0,0,3,0,0.0,5,17,0.0,,2,0.035,0.035,,,,
3609,100687,1951,1,PL,DAIEI,30,50,7,10,0,1,0,1,0,0.0,1,5,0.0,,12,0.2,0.24,,,,
3610,100687,1952,1,PL,DAIEI,36,76,6,11,2,0,1,6,0,0.0,1,14,3.0,,16,0.145,0.211,,,,
3611,100687,1953,1,PL,DAIEI,30,66,4,10,1,0,0,3,0,0.0,1,16,2.0,,11,0.152,0.167,,,,
3612,100687,1954,1,PL,DAIEI,8,5,0,2,0,0,0,0,0,0.0,0,0,0.0,5.0,2,0.4,0.4,0.4,0.8,0.0,0.0
3613,100687,1955,1,PL,DAIEI,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
3614,100688,1949,1,JBL,TAIYO,2,1,0,0,0,0,0,0,0,0.0,0,1,,,0,0.0,0.0,,,,
3615,100688,1950,1,CL,KOKUTETSU,91,184,28,34,6,2,0,11,10,6.0,16,16,2.0,,44,0.185,0.239,,,,
3616,100689,1949,1,JBL,NANKAI,51,71,12,23,1,1,1,5,4,0.0,3,14,,,29,0.324,0.408,,,,
3617,100689,1950,1,PL,NANKAI,111,346,46,89,22,1,9,46,5,6.0,10,32,9.0,,140,0.257,0.405,,,,
3618,100689,1951,1,PL,NANKAI,98,348,32,90,16,6,5,44,5,1.0,9,26,8.0,,133,0.259,0.382,,,,
3619,100689,1952,1,PL,NANKAI,115,299,29,72,9,2,4,36,5,4.0,8,20,11.0,,97,0.241,0.324,,,,
3620,100689,1953,1,PL,NANKAI,106,329,27,81,12,2,3,38,4,1.0,19,39,10.0,,106,0.246,0.322,,,,
3621,100689,1954,1,PL,TAKAHASHI,132,479,37,118,18,3,6,41,5,6.0,28,38,15.0,516.0,160,0.246,0.334,0.29,0.624,0.054,0.074
3622,100689,1955,1,PL,TOMBO,129,414,30,98,17,0,4,37,6,5.0,18,49,5.0,440.0,127,0.237,0.307,0.269,0.576,0.041,0.111
3623,100689,1956,1,PL,DAIEI,35,62,1,7,0,0,0,0,1,0.0,5,5,3.0,67.0,7,0.113,0.113,0.179,0.292,0.075,0.075
3624,100690,1949,1,JBL,HANKYU,29,30,4,9,1,0,1,5,0,0.0,1,5,,,13,0.3,0.433,,,,
3625,100690,1950,1,PL,HANKYU,57,119,9,25,4,1,3,17,1,0.0,0,13,3.0,,40,0.21,0.336,,,,
3626,100690,1951,1,PL,HANKYU,43,101,7,18,4,1,0,9,0,0.0,1,11,2.0,,24,0.178,0.238,,,,
3627,100690,1953,1,PL,HANKYU,23,51,4,17,4,0,0,3,0,0.0,0,8,1.0,,21,0.333,0.412,,,,
3628,100690,1954,1,PL,HANKYU,25,43,5,11,3,1,1,2,0,0.0,2,10,1.0,47.0,19,0.256,0.442,0.289,0.731,0.043,0.213
3629,100690,1955,1,PL,HANKYU,46,74,5,18,3,0,0,7,0,0.0,0,15,0.0,79.0,21,0.243,0.284,0.25,0.534,0.0,0.19
3630,100690,1956,1,PL,HANKYU,44,62,3,8,1,0,1,3,0,0.0,1,11,1.0,65.0,12,0.129,0.194,0.141,0.334,0.015,0.169
3631,100690,1957,1,PL,HANKYU,28,39,3,11,2,0,0,3,0,0.0,0,6,0.0,40.0,13,0.282,0.333,0.282,0.615,0.0,0.15
3632,100690,1958,1,PL,HANKYU,24,30,6,8,2,0,0,3,0,0.0,1,4,0.0,31.0,10,0.267,0.333,0.29,0.624,0.032,0.129
3633,100690,1959,1,PL,NISHITETSU,29,6,0,1,0,0,0,0,0,0.0,0,1,0.0,6.0,1,0.167,0.167,0.167,0.333,0.0,0.167
3634,100691,1949,1,JBL,TAIYO,16,21,1,5,0,0,0,2,0,0.0,1,4,,,5,0.238,0.238,,,,
3635,100691,1950,1,CL,SHOCHIKU,4,5,0,0,0,0,0,0,0,0.0,0,0,0.0,,0,0.0,0.0,,,,
3636,100691,1951,1,CL,SHOCHIKU,26,41,7,8,0,0,2,9,0,0.0,4,9,1.0,,14,0.195,0.341,,,,
3637,100691,1952,1,CL,SHOCHIKU,115,390,21,87,18,2,7,36,8,2.0,19,48,12.0,,130,0.223,0.333,,,,
3638,100691,1953,1,CL,YOSHO,120,406,41,111,21,4,12,56,5,7.0,16,36,13.0,,176,0.273,0.433,,,,
3639,100691,1954,1,CL,YOSHO,123,418,30,90,14,2,7,37,3,0.0,21,53,12.0,448.0,129,0.215,0.309,0.257,0.565,0.047,0.118
3640,100691,1955,1,CL,TAIYO,105,314,16,62,6,0,6,25,3,2.0,18,51,6.0,334.0,86,0.197,0.274,0.246,0.519,0.054,0.153
3641,100691,1956,1,CL,TAIYO,105,259,20,57,7,0,6,17,0,4.0,16,45,7.0,280.0,82,0.22,0.317,0.27,0.586,0.057,0.161
3642,100691,1957,1,CL,TAIYO,100,247,27,65,8,4,8,35,0,2.0,20,36,12.0,272.0,105,0.263,0.425,0.317,0.742,0.074,0.132
3643,100691,1958,1,CL,TAIYO,68,142,5,24,5,1,2,14,0,0.0,10,32,2.0,154.0,37,0.169,0.261,0.229,0.489,0.065,0.208
3644,100692,1949,1,JBL,TOKYU,60,94,18,22,1,0,2,8,5,0.0,5,19,,,29,0.234,0.309,,,,
3645,100692,1950,1,PL,TOKYU,115,378,49,88,12,5,10,34,29,7.0,16,73,5.0,,140,0.233,0.37,,,,
3646,100692,1951,1,PL,TOKYU,97,288,18,50,7,3,3,16,12,4.0,16,38,3.0,,72,0.174,0.25,,,,
3647,100692,1952,1,PL,TOKYU,43,31,4,3,0,0,0,2,2,0.0,1,7,0.0,,3,0.097,0.097,,,,
3648,100693,1949,1,JBL,NANKAI,37,58,4,10,1,2,0,8,0,0.0,1,3,,,15,0.172,0.259,,,,
3649,100693,1950,1,PL,NANKAI,64,138,16,37,6,0,2,14,6,2.0,3,8,8.0,,49,0.268,0.355,,,,
3650,100693,1951,1,PL,NANKAI,51,113,9,30,4,1,0,7,2,0.0,4,12,7.0,,36,0.265,0.319,,,,
3651,100693,1952,1,PL,NANKAI,77,184,20,45,9,1,1,23,2,0.0,2,21,6.0,,59,0.245,0.321,,,,
3652,100693,1953,1,PL,NANKAI,107,330,26,90,14,1,0,27,6,2.0,9,36,8.0,,106,0.273,0.321,,,,
3653,100693,1954,1,PL,NANKAI,127,395,33,100,21,1,3,36,2,1.0,11,54,11.0,413.0,132,0.253,0.334,0.271,0.606,0.027,0.131
3654,100693,1955,1,PL,NANKAI,109,278,21,68,8,1,3,21,2,1.0,9,38,6.0,290.0,87,0.245,0.313,0.271,0.584,0.031,0.131
3655,100693,1956,1,PL,NANKAI,80,157,10,38,2,0,0,9,1,1.0,4,18,2.0,162.0,40,0.242,0.255,0.261,0.516,0.025,0.111
3656,100693,1957,1,PL,NANKAI,11,10,1,1,0,0,0,1,0,0.0,0,4,0.0,10.0,1,0.1,0.1,0.1,0.2,0.0,0.4
3657,100693,1958,1,PL,NANKAI,16,39,2,9,0,0,0,4,0,0.0,1,5,1.0,40.0,9,0.231,0.231,0.25,0.481,0.025,0.125
3658,100694,1949,1,JBL,YOMIURI,1,1,0,0,0,0,0,0,0,0.0,0,0,,,0,0.0,0.0,,,,
3659,100694,1952,1,CL,SHOCHIKU,62,148,4,31,6,1,0,11,1,0.0,8,28,6.0,,39,0.209,0.264,,,,
3660,100695,1949,1,JBL,TOKYU,99,259,23,62,13,2,8,42,3,2.0,39,44,,,103,0.239,0.398,,,,
3661,100695,1950,1,CL,OSAKA,109,282,36,70,8,4,11,48,5,0.0,34,45,2.0,,119,0.248,0.422,,,,
3662,100695,1951,1,CL,OSAKA,105,309,38,74,11,2,6,35,2,0.0,32,24,1.0,,107,0.239,0.346,,,,
3663,100696,1949,1,JBL,CHUNICHI,30,59,3,11,2,0,0,0,0,0.0,0,14,,,13,0.186,0.22,,,,
3664,100696,1950,1,CL,CHUNICHI,55,119,14,32,5,3,3,15,0,0.0,10,14,3.0,,52,0.269,0.437,,,,
3665,100696,1951,1,CL,NAGOYA,59,101,10,24,4,0,0,16,1,0.0,6,11,4.0,,28,0.238,0.277,,,,
3666,100696,1952,1,CL,NAGOYA,65,142,13,34,5,1,2,11,0,0.0,9,19,2.0,,47,0.239,0.331,,,,
3667,100696,1953,1,CL,NAGOYA,48,96,17,22,7,1,0,18,0,0.0,10,8,5.0,,31,0.229,0.323,,,,
3668,100696,1954,1,CL,CHUNICHI,65,135,12,29,3,2,0,14,0,0.0,6,29,2.0,153.0,36,0.215,0.267,0.25,0.517,0.039,0.19
3669,100696,1955,1,CL,CHUNICHI,54,107,6,21,3,1,0,7,0,0.0,4,30,1.0,117.0,26,0.196,0.243,0.225,0.468,0.034,0.256
3670,100696,1956,1,CL,CHUNICHI,44,79,6,19,2,0,1,11,1,0.0,7,20,2.0,91.0,24,0.241,0.304,0.295,0.599,0.077,0.22
3671,100696,1957,1,CL,CHUNICHI,41,51,3,8,2,0,0,3,0,1.0,3,15,0.0,59.0,10,0.157,0.196,0.2,0.396,0.051,0.254
3672,100696,1958,1,CL,CHUNICHI,46,64,1,10,1,0,0,6,0,0.0,0,16,0.0,69.0,11,0.156,0.172,0.152,0.323,0.0,0.232
3673,100696,1961,1,PL,DAIMAI,32,26,1,4,0,0,0,2,0,0.0,0,10,0.0,27.0,4,0.154,0.154,0.154,0.308,0.0,0.37
3674,100697,1949,1,JBL,CHUNICHI,3,0,0,0,0,0,0,0,0,0.0,0,0,,,0,,,,,,
3675,100697,1950,1,CL,CHUNICHI,3,3,0,0,0,0,0,0,0,0.0,0,1,1.0,,0,0.0,0.0,,,,
3676,100697,1951,1,CL,NAGOYA,6,1,1,0,0,0,0,0,0,0.0,0,0,0.0,,0,0.0,0.0,,,,
3677,100698,1949,1,JBL,OSAKA,6,6,1,1,0,0,0,0,0,0.0,0,1,,,1,0.167,0.167,,,,
3678,100698,1950,1,CL,OSAKA,32,49,0,8,0,0,0,5,0,0.0,5,9,2.0,,8,0.163,0.163,,,,
3679,100698,1951,1,CL,OSAKA,45,84,6,24,0,0,1,5,1,0.0,5,12,2.0,,27,0.286,0.321,,,,
3680,100698,1952,1,CL,OSAKA,43,53,7,12,2,0,0,3,0,0.0,5,12,1.0,,14,0.226,0.264,,,,
3681,100698,1953,1,CL,OSAKA,32,25,1,6,0,1,0,6,0,0.0,1,6,0.0,,8,0.24,0.32,,,,
3682,100698,1954,1,CL,OSAKA,28,37,2,5,0,0,0,3,0,0.0,2,5,1.0,40.0,5,0.135,0.135,0.179,0.315,0.05,0.125
3683,100698,1955,1,CL,OSAKA,14,21,1,5,0,0,0,2,0,0.0,1,3,0.0,24.0,5,0.238,0.238,0.273,0.511,0.042,0.125
3684,100698,1956,1,CL,OSAKA,5,6,0,0,0,0,0,0,0,0.0,0,0,1.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3685,100699,1949,1,JBL,TAIYO,32,48,2,11,0,0,0,1,1,0.0,8,9,,,11,0.229,0.229,,,,
3686,100699,1950,1,CL,SHOCHIKU,20,26,5,5,0,0,0,1,1,0.0,1,4,0.0,,5,0.192,0.192,,,,
3687,100699,1951,1,PL,HANKYU,9,9,1,2,2,0,0,0,0,0.0,0,2,0.0,,4,0.222,0.444,,,,
3688,100699,1952,1,PL,HANKYU,19,23,1,8,1,0,0,3,0,0.0,1,6,0.0,,9,0.348,0.391,,,,
3689,100699,1953,1,PL,HANKYU,7,9,1,1,0,0,0,0,0,0.0,0,3,0.0,,1,0.111,0.111,,,,
3690,100700,1949,1,JBL,NANKAI,9,12,1,4,0,0,0,1,0,0.0,1,2,,,4,0.333,0.333,,,,
3691,100700,1950,1,CL,TAIYO,20,24,1,6,4,0,0,0,0,0.0,0,3,1.0,,10,0.25,0.417,,,,
3692,100700,1951,1,CL,TAIYO,35,60,3,17,6,0,0,5,0,0.0,5,4,1.0,,23,0.283,0.383,,,,
3693,100700,1952,1,CL,TAIYO,48,53,3,13,3,0,1,5,0,1.0,6,8,2.0,,19,0.245,0.358,,,,
3694,100700,1953,1,CL,YOSHO,42,38,3,9,1,1,0,4,0,0.0,6,4,2.0,,12,0.237,0.316,,,,
3695,100701,1949,1,JBL,TOKYU,29,35,2,5,1,0,0,2,1,0.0,2,7,,,6,0.143,0.171,,,,
3696,100701,1950,1,PL,TOKYU,100,270,27,67,15,2,4,34,3,1.0,20,37,8.0,,98,0.248,0.363,,,,
3697,100701,1951,1,PL,TOKYU,98,331,28,84,16,4,6,49,0,1.0,26,51,11.0,,126,0.254,0.381,,,,
3698,100701,1952,1,PL,TOKYU,92,240,29,70,7,1,4,35,1,5.0,27,31,3.0,,91,0.292,0.379,,,,
3699,100701,1953,1,PL,TOKYU,110,380,35,102,17,1,6,47,5,8.0,35,38,7.0,,139,0.268,0.366,,,,
3700,100701,1954,1,PL,TOEI,106,298,29,67,10,0,13,48,4,1.0,32,58,2.0,333.0,116,0.225,0.389,0.303,0.693,0.096,0.174
3701,100701,1955,1,PL,TOEI,111,285,21,66,18,0,2,31,1,9.0,26,40,15.0,317.0,90,0.232,0.316,0.299,0.615,0.082,0.126
3702,100701,1956,1,PL,TOEI,92,189,7,36,4,1,1,19,0,0.0,13,21,8.0,205.0,45,0.19,0.238,0.241,0.479,0.063,0.102
3703,100702,1949,1,JBL,TOKYU,1,1,0,0,0,0,0,0,0,0.0,0,0,,,0,0.0,0.0,,,,
3704,100703,1949,1,JBL,HANKYU,24,64,12,19,3,0,0,6,2,0.0,4,6,,,22,0.297,0.344,,,,
3705,100703,1950,1,PL,HANKYU,69,263,28,55,10,0,3,21,5,1.0,23,29,5.0,,74,0.209,0.281,,,,
3706,100703,1951,1,PL,HANKYU,48,170,7,43,7,1,1,13,1,0.0,6,9,4.0,,55,0.253,0.324,,,,
3707,100703,1952,1,PL,HANKYU,47,112,12,24,5,0,3,12,1,1.0,12,9,3.0,,38,0.214,0.339,,,,
3708,100703,1953,1,PL,HANKYU,17,25,3,4,2,0,0,1,0,0.0,3,3,2.0,,6,0.16,0.24,,,,
3709,100703,1954,1,PL,HANKYU,9,5,0,0,0,0,0,0,0,0.0,0,1,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.2
3710,100704,1949,1,JBL,TOKYU,15,23,2,4,2,0,0,2,0,0.0,2,7,,,6,0.174,0.261,,,,
3711,100704,1950,1,PL,TOKYU,58,130,6,23,3,2,0,10,1,1.0,4,28,1.0,,30,0.177,0.231,,,,
3712,100704,1951,1,PL,TOKYU,40,109,9,20,2,0,0,6,1,0.0,8,17,3.0,,22,0.183,0.202,,,,
3713,100704,1952,1,PL,TOKYU,5,7,1,0,0,0,0,0,0,0.0,2,2,1.0,,0,0.0,0.0,,,,
3714,100704,1953,1,PL,TOKYU,46,95,3,17,0,1,2,4,1,0.0,2,29,1.0,,25,0.179,0.263,,,,
3715,100704,1954,1,PL,TOEI,57,109,8,20,3,0,2,7,0,1.0,2,23,1.0,115.0,29,0.183,0.266,0.198,0.464,0.017,0.2
3716,100704,1955,1,PL,TOEI,56,121,9,18,2,0,2,10,0,0.0,7,37,1.0,133.0,26,0.149,0.215,0.205,0.419,0.053,0.278
3717,100704,1956,1,PL,TOEI,44,85,1,13,1,0,0,4,0,1.0,2,22,3.0,87.0,14,0.153,0.165,0.172,0.337,0.023,0.253
3718,100704,1957,1,PL,TOEI,26,43,2,5,1,0,0,1,0,0.0,2,12,0.0,49.0,6,0.116,0.14,0.152,0.292,0.041,0.245
3719,100704,1958,1,PL,TOEI,31,39,2,5,1,0,0,1,0,0.0,1,9,0.0,41.0,6,0.128,0.154,0.15,0.304,0.024,0.22
3720,100704,1959,1,PL,NISHITETSU,28,15,0,1,0,0,0,0,0,0.0,2,4,0.0,18.0,1,0.067,0.067,0.176,0.243,0.111,0.222
3721,100705,1949,1,JBL,DAIEI,1,1,0,1,0,0,0,0,0,0.0,0,0,,,1,1.0,1.0,,,,
3722,100706,1949,1,JBL,OSAKA,40,66,7,12,2,0,1,6,0,0.0,3,21,,,17,0.182,0.258,,,,
3723,100706,1950,1,CL,OSAKA,19,20,1,4,1,0,0,2,0,0.0,1,2,1.0,,5,0.2,0.25,,,,
3724,100706,1951,1,CL,OSAKA,6,2,0,0,0,0,0,0,0,0.0,0,1,0.0,,0,0.0,0.0,,,,
3725,100706,1952,1,CL,OSAKA,94,190,20,47,8,2,7,34,6,0.0,14,17,0.0,,80,0.247,0.421,,,,
3726,100706,1953,1,CL,OSAKA,80,189,24,44,6,0,3,17,14,3.0,17,24,1.0,,59,0.233,0.312,,,,
3727,100706,1954,1,CL,OSAKA,125,393,63,118,26,6,7,60,30,2.0,26,50,1.0,437.0,177,0.3,0.45,0.353,0.804,0.059,0.114
3728,100706,1955,1,CL,OSAKA,117,427,41,123,25,2,4,43,21,14.0,20,48,5.0,458.0,164,0.288,0.384,0.336,0.72,0.044,0.105
3729,100706,1956,1,CL,OSAKA,126,454,58,136,33,12,11,42,25,14.0,40,70,7.0,500.0,226,0.3,0.498,0.364,0.862,0.08,0.14
3730,100706,1957,1,CL,OSAKA,110,390,62,120,23,8,12,56,37,5.0,40,40,2.0,442.0,195,0.308,0.5,0.38,0.88,0.09,0.09
3731,100706,1958,1,CL,OSAKA,120,387,57,124,33,9,11,62,12,4.0,60,28,6.0,459.0,208,0.32,0.537,0.416,0.953,0.131,0.061
3732,100706,1959,1,PL,DAIMAI,124,454,72,130,32,1,9,54,21,7.0,40,41,17.0,511.0,191,0.286,0.421,0.357,0.778,0.078,0.08
3733,100706,1960,1,PL,DAIMAI,133,479,61,152,28,9,12,62,13,6.0,59,41,13.0,558.0,234,0.317,0.489,0.403,0.892,0.106,0.073
3734,100706,1961,1,PL,DAIMAI,130,509,83,167,35,1,11,71,6,3.0,39,32,11.0,560.0,237,0.328,0.466,0.382,0.848,0.07,0.057
3735,100706,1962,1,PL,DAIMAI,132,477,58,147,17,2,11,49,1,2.0,34,29,20.0,520.0,201,0.308,0.421,0.363,0.785,0.065,0.056
3736,100706,1963,1,PL,DAIMAI,132,370,35,103,15,3,7,39,4,1.0,23,23,10.0,403.0,145,0.278,0.392,0.333,0.724,0.057,0.057
3737,100707,1949,1,JBL,TOKYU,100,306,40,76,7,6,7,32,4,7.0,20,55,,,116,0.248,0.379,,,,
3738,100707,1950,1,PL,TOKYU,113,439,58,116,16,2,17,69,10,8.0,32,52,11.0,,187,0.264,0.426,,,,
3739,100707,1951,1,PL,TOKYU,102,390,46,110,12,7,11,56,18,6.0,28,46,4.0,,169,0.282,0.433,,,,
3740,100707,1952,1,PL,TOKYU,105,382,52,112,18,3,4,35,13,5.0,33,43,7.0,,148,0.293,0.387,,,,
3741,100707,1953,1,PL,TOKYU,111,370,38,98,24,1,1,26,12,3.0,39,56,6.0,,127,0.265,0.343,,,,
3742,100707,1954,1,PL,TOEI,128,502,66,123,22,1,3,29,22,10.0,51,74,17.0,560.0,156,0.245,0.311,0.316,0.627,0.091,0.132
3743,100707,1955,1,PL,TOEI,110,256,21,55,6,3,0,12,5,2.0,19,39,5.0,283.0,67,0.215,0.262,0.268,0.53,0.067,0.138
3744,100707,1956,1,PL,HANKYU,115,239,24,52,8,5,0,17,7,4.0,26,49,7.0,273.0,70,0.218,0.293,0.296,0.589,0.095,0.179
3745,100708,1949,1,JBL,TAIYO,1,0,0,0,0,0,0,0,0,0.0,0,0,,,0,,,,,,
3746,100709,1949,1,JBL,YOMIURI,1,1,0,0,0,0,0,0,0,0.0,0,0,,,0,0.0,0.0,,,,
3747,100710,1949,1,JBL,TAIYO,1,0,0,0,0,0,0,0,0,0.0,0,0,,,0,,,,,,
3748,100710,1950,1,CL,SHOCHIKU,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,,0,0.0,0.0,,,,
3749,100710,1951,1,CL,SHOCHIKU,14,11,2,6,1,1,0,1,0,0.0,0,3,0.0,,9,0.545,0.818,,,,
3750,100710,1952,1,CL,SHOCHIKU,41,90,7,15,3,2,1,3,0,0.0,4,21,2.0,,25,0.167,0.278,,,,
3751,100710,1953,1,CL,YOSHO,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,0,,,,,,
3752,100711,1949,1,JBL,YOMIURI,3,2,1,1,0,1,0,0,0,0.0,0,0,,,3,0.5,1.5,,,,
3753,100711,1950,1,CL,YOMIURI,113,299,30,64,11,2,1,19,15,4.0,26,57,10.0,,82,0.214,0.274,,,,
3754,100711,1951,1,CL,YOMIURI,25,24,7,3,0,0,0,1,1,1.0,4,3,1.0,,3,0.125,0.125,,,,
3755,100711,1952,1,CL,YOMIURI,13,6,5,3,0,0,0,1,0,0.0,0,0,0.0,,3,0.5,0.5,,,,
3756,100711,1953,1,CL,YOMIURI,38,40,7,8,1,0,0,4,3,1.0,3,4,0.0,,9,0.2,0.225,,,,
3757,100711,1954,1,CL,YOMIURI,52,64,16,15,3,0,1,5,7,1.0,6,7,2.0,78.0,21,0.234,0.328,0.3,0.628,0.077,0.09
3758,100711,1955,1,CL,YOMIURI,104,138,23,28,4,0,3,16,8,6.0,8,25,5.0,152.0,41,0.203,0.297,0.253,0.55,0.053,0.164
3759,100711,1956,1,CL,YOMIURI,125,338,36,76,16,1,5,33,3,7.0,8,53,5.0,359.0,109,0.225,0.322,0.248,0.57,0.022,0.148
3760,100711,1957,1,CL,YOMIURI,124,403,34,101,17,4,6,48,6,9.0,28,72,10.0,453.0,144,0.251,0.357,0.306,0.663,0.062,0.159
3761,100711,1958,1,CL,YOMIURI,60,139,18,28,6,2,3,12,2,0.0,11,36,3.0,157.0,47,0.201,0.338,0.27,0.608,0.07,0.229
